orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
2037,ZF1,3,3,2002-10-19 18:35:00,2002-10-19 19:32:00,EI,AMEX,220.00,0.00,220.00,14.39,false,dbo
2038,ZF1,5,4,2002-10-19 18:48:00,2002-10-19 19:19:00,EI,CHK,1120.00,107.00,1013.00,66.27,false,dbo
2039,ZF1,3,5,2002-10-19 19:57:00,2002-10-19 21:42:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2040,PJ1,1,0,2002-10-19 20:09:00,2002-10-19 20:24:00,TG,CASH,155.00,0.00,155.00,10.14,false,dbo
2041,ZM1,3,1,2002-10-19 20:15:00,2002-10-19 21:01:00,EI,CASH,645.00,0.00,645.00,42.20,false,dbo
2042,RH2,1,1,2002-10-20 11:01:00,2002-10-20 12:10:00,EI,CASH,150.00,0.00,150.00,9.81,false,dbo
2043,RH2,3,1,2002-10-20 11:16:00,2002-10-20 13:02:00,EI,CASH,750.00,0.00,750.00,49.07,false,dbo
2044,PH1,5,2,2002-10-20 11:27:00,2002-10-20 13:08:00,EI,MC,1230.00,123.00,1107.00,72.42,false,dbo
2045,ZM1,1,2,2002-10-20 11:28:00,2002-10-20 13:45:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
2046,AC1,3,5,2002-10-20 11:59:00,2002-10-20 14:23:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
2047,ZF1,1,4,2002-10-20 12:04:00,2002-10-20 13:34:00,EI,VISA,380.00,0.00,380.00,24.86,false,dbo
2048,ZM1,1,4,2002-10-20 18:42:00,2002-10-20 20:46:00,EI,CASH,900.00,0.00,900.00,58.88,false,dbo
2049,ZM1,3,5,2002-10-20 18:55:00,2002-10-20 19:39:00,EI,VISA,900.00,0.00,900.00,58.88,false,dbo
2050,CS1,3,3,2002-10-20 19:03:00,2002-10-20 20:27:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
2051,ZM1,1,5,2002-10-20 19:50:00,2002-10-20 21:52:00,EI,CASH,675.00,0.00,675.00,44.16,false,dbo
2052,ZM1,3,5,2002-10-20 19:50:00,2002-10-20 21:55:00,EI,MC,140.00,4.50,135.50,8.86,false,dbo
2053,AC1,10,1,2002-10-20 20:15:00,2002-10-20 22:14:00,EI,MC,2690.00,518.00,2172.00,142.09,false,dbo
2054,ZM1,1,5,2002-10-21 10:55:00,2002-10-21 13:05:00,EI,MC,375.00,13.75,361.25,23.63,false,dbo
2055,ZM1,1,4,2002-10-21 11:42:00,2002-10-21 13:46:00,EI,AMEX,600.00,0.00,600.00,39.25,false,dbo
2056,ZM1,3,4,2002-10-21 11:48:00,2002-10-21 12:27:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2057,ZF1,1,3,2002-10-22 11:37:00,2002-10-22 13:41:00,EI,CASH,55.00,0.00,55.00,3.60,false,dbo
2058,PJ1,3,3,2002-10-22 11:38:00,2002-10-22 13:28:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
2059,ZF1,3,3,2002-10-22 18:36:00,2002-10-22 20:07:00,EI,CHK,830.00,0.00,830.00,54.30,false,dbo
2060,PJ1,1,0,2002-10-22 19:08:00,2002-10-22 19:23:00,TG,MC,490.00,19.50,470.50,30.78,false,dbo
2061,ZF1,3,1,2002-10-23 11:16:00,2002-10-23 12:22:00,EI,VISA,290.00,0.00,290.00,18.97,false,dbo
2062,ZF1,1,3,2002-10-23 19:03:00,2002-10-23 19:40:00,EI,CASH,720.00,0.00,720.00,47.10,false,dbo
2063,ZM1,3,2,2002-10-23 19:29:00,2002-10-23 21:09:00,EI,AMEX,475.00,0.00,475.00,31.07,false,dbo
2064,ZM1,3,5,2002-10-24 12:05:00,2002-10-24 13:13:00,EI,MC,1305.00,120.50,1184.50,77.49,false,dbo
2065,PH1,3,3,2002-10-24 18:30:00,2002-10-24 19:28:00,EI,CASH,1440.00,201.00,1239.00,81.06,false,dbo
2066,PJ1,3,5,2002-10-24 18:52:00,2002-10-24 20:36:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2067,PH1,1,1,2002-10-24 19:19:00,2002-10-24 21:43:00,EI,CHK,120.00,0.00,120.00,7.85,false,dbo
2068,PJ1,3,5,2002-10-25 10:51:00,2002-10-25 12:47:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
2069,ZF1,1,1,2002-10-25 11:12:00,2002-10-25 12:50:00,EI,MC,690.00,27.00,663.00,43.37,false,dbo
2526,ZF1,4,5,2002-12-26 10:53:00,2002-12-26 11:28:00,EI,CASH,195.00,0.00,195.00,12.76,false,dbo
2527,ZF1,2,2,2002-12-26 11:20:00,2002-12-26 12:00:00,EI,CASH,905.00,0.00,905.00,59.21,false,dbo
2528,ZM1,3,2,2002-12-27 11:26:00,2002-12-27 11:59:00,EI,CHK,245.00,0.00,245.00,16.03,false,dbo
2529,ZM1,3,5,2002-12-27 11:59:00,2002-12-27 14:04:00,EI,VISA,1895.00,179.50,1715.50,112.23,false,dbo
2530,ZF1,4,1,2002-12-27 12:16:00,2002-12-27 12:58:00,EI,CASH,130.00,0.00,130.00,8.50,false,dbo
2531,ZF1,4,3,2002-12-27 18:31:00,2002-12-27 19:14:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2532,ZM1,3,4,2002-12-27 19:45:00,2002-12-27 20:48:00,EI,MC,1150.00,115.00,1035.00,67.71,false,dbo
2533,CS1,3,4,2002-12-27 19:45:00,2002-12-27 21:30:00,EI,MC,245.00,7.25,237.75,15.55,false,dbo
2534,PJ1,4,5,2002-12-27 19:58:00,2002-12-27 20:51:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
2535,ZF1,1,1,2002-12-27 20:10:00,2002-12-27 20:42:00,EI,VISA,670.00,0.00,670.00,43.83,false,dbo
2536,PJ1,3,1,2002-12-27 20:13:00,2002-12-27 21:47:00,EI,MC,210.00,10.50,199.50,13.05,false,dbo
2537,RH2,2,1,2002-12-27 20:16:00,2002-12-27 21:43:00,EI,MC,495.00,17.25,477.75,31.25,false,dbo
2538,PH1,2,1,2002-12-28 11:15:00,2002-12-28 13:27:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
2539,ZF1,4,4,2002-12-28 18:40:00,2002-12-28 19:19:00,EI,CHK,645.00,0.00,645.00,42.20,false,dbo
2540,ZF1,1,0,2002-12-28 18:40:00,2002-12-28 18:57:00,TG,CHK,390.00,0.00,390.00,25.51,false,dbo
2541,PJ1,3,3,2002-12-28 19:00:00,2002-12-28 19:46:00,EI,CASH,685.00,0.00,685.00,44.81,false,dbo
2542,ZM1,3,1,2002-12-28 19:17:00,2002-12-28 20:28:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
2543,PJ1,2,2,2002-12-28 19:22:00,2002-12-28 20:57:00,EI,VISA,105.00,0.00,105.00,6.87,false,dbo
2544,ZF1,3,1,2002-12-28 20:01:00,2002-12-28 21:35:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2545,ZF1,4,4,2002-12-29 10:40:00,2002-12-29 12:01:00,EI,CHK,200.00,0.00,200.00,13.08,false,dbo
2546,ZM1,2,4,2002-12-29 11:41:00,2002-12-29 12:56:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
2547,ZF1,2,4,2002-12-29 11:43:00,2002-12-29 12:49:00,EI,MC,50.00,2.50,47.50,3.11,false,dbo
2548,ZM1,4,3,2002-12-29 18:37:00,2002-12-29 20:05:00,EI,MC,340.00,9.50,330.50,21.62,false,dbo
2549,ZF1,4,3,2002-12-29 18:39:00,2002-12-29 20:48:00,EI,MC,130.00,4.00,126.00,8.24,false,dbo
2550,ZM1,1,4,2002-12-29 18:42:00,2002-12-29 19:47:00,EI,VISA,100.00,0.00,100.00,6.54,false,dbo
2551,RH1,2,5,2002-12-29 18:56:00,2002-12-29 21:10:00,EI,AMEX,300.00,0.00,300.00,19.63,false,dbo
2552,ZM1,3,1,2002-12-29 19:01:00,2002-12-29 19:36:00,EI,CASH,1070.00,0.00,1070.00,70.00,false,dbo
2553,ZF1,3,8,2002-12-29 19:08:00,2002-12-29 19:51:00,EI,CHK,1580.00,148.00,1432.00,93.68,false,dbo
2554,PJ1,2,1,2002-12-29 19:15:00,2002-12-29 21:05:00,EI,MC,360.00,18.00,342.00,22.37,false,dbo
2555,PJ1,2,5,2002-12-29 19:52:00,2002-12-29 21:53:00,EI,CASH,245.00,0.00,245.00,16.03,false,dbo
2556,ZM1,2,3,2002-12-29 20:00:00,2002-12-29 21:15:00,EI,CASH,880.00,0.00,880.00,57.57,false,dbo
2557,ZF1,1,1,2002-12-30 11:19:00,2002-12-30 11:54:00,EI,CASH,420.00,0.00,420.00,27.48,false,dbo
2558,ZF1,1,2,2002-12-30 18:29:00,2002-12-30 19:39:00,EI,CHK,355.00,0.00,355.00,23.22,false,dbo
2559,ZF1,1,2,2002-12-30 19:29:00,2002-12-30 20:17:00,EI,CHK,590.00,0.00,590.00,38.60,false,dbo
2560,ZF1,1,0,2002-12-30 19:31:00,2002-12-30 19:48:00,TG,CASH,300.00,0.00,300.00,19.63,false,dbo
2097,PJ1,1,1,2002-10-26 20:14:00,2002-10-26 21:43:00,EI,MC,250.00,7.50,242.50,15.86,false,dbo
2098,RH1,3,4,2002-10-27 11:43:00,2002-10-27 13:13:00,EI,CASH,505.00,0.00,505.00,33.04,false,dbo
2099,ZF1,5,9,2002-10-27 19:09:00,2002-10-27 20:45:00,EI,CHK,1870.00,177.00,1693.00,110.76,false,dbo
2100,RH2,1,0,2002-10-27 19:11:00,2002-10-27 19:26:00,TG,MC,470.00,16.00,454.00,29.70,false,dbo
2101,ZF1,1,1,2002-10-27 19:17:00,2002-10-27 20:28:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2102,RH2,1,2,2002-10-27 19:22:00,2002-10-27 21:21:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
2103,ZF1,3,2,2002-10-27 19:23:00,2002-10-27 20:00:00,EI,CASH,530.00,0.00,530.00,34.67,false,dbo
2104,ZF1,3,4,2002-10-27 19:46:00,2002-10-27 21:28:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2105,ZF1,3,5,2002-10-27 19:54:00,2002-10-27 21:04:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
2106,ZF1,3,2,2002-10-27 20:02:00,2002-10-27 20:55:00,EI,MC,270.00,13.50,256.50,16.78,false,dbo
2107,RH1,3,3,2002-10-28 10:37:00,2002-10-28 11:48:00,EI,CASH,670.00,0.00,670.00,43.83,false,dbo
2108,PJ1,3,5,2002-10-28 18:56:00,2002-10-28 20:34:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
2109,ZM1,1,1,2002-10-28 20:14:00,2002-10-28 21:57:00,EI,CASH,580.00,0.00,580.00,37.94,false,dbo
2110,ZM1,1,3,2002-10-29 10:33:00,2002-10-29 11:34:00,EI,MC,190.00,7.00,183.00,11.97,false,dbo
2111,ZF1,3,2,2002-10-29 11:24:00,2002-10-29 12:56:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2112,ZF1,3,5,2002-10-29 19:51:00,2002-10-29 21:50:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
2113,ZM1,3,5,2002-10-29 19:56:00,2002-10-29 20:58:00,EI,CASH,1120.00,0.00,1120.00,73.27,false,dbo
2114,PJ1,3,2,2002-10-30 11:25:00,2002-10-30 12:52:00,EI,CASH,810.00,0.00,810.00,52.99,false,dbo
2115,PJ1,3,3,2002-10-30 11:35:00,2002-10-30 13:34:00,EI,CASH,900.00,0.00,900.00,58.88,false,dbo
2116,ZF1,1,9,2002-10-30 20:09:00,2002-10-30 21:14:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
2117,ZM1,3,5,2002-10-31 11:59:00,2002-10-31 14:09:00,EI,MC,30.00,1.50,28.50,1.86,false,dbo
2118,PJ1,1,2,2002-10-31 12:22:00,2002-10-31 13:56:00,EI,MC,130.00,4.00,126.00,8.24,false,dbo
2119,ZF1,3,2,2002-11-01 11:02:00,2002-11-01 11:45:00,EI,CASH,130.00,0.00,130.00,8.50,false,dbo
2120,ZF1,1,0,2002-11-01 11:28:00,2002-11-01 11:43:00,TG,MC,490.00,24.50,465.50,30.45,false,dbo
2121,ZF1,3,2,2002-11-01 11:28:00,2002-11-01 13:45:00,EI,CHK,240.00,0.00,240.00,15.70,false,dbo
2122,ZF1,1,3,2002-11-01 11:32:00,2002-11-01 13:14:00,EI,MC,410.00,15.50,394.50,25.81,false,dbo
2123,ZM1,2,4,2002-11-01 11:41:00,2002-11-01 13:33:00,EI,MC,120.00,3.50,116.50,7.62,false,dbo
2124,PJ1,3,4,2002-11-01 11:47:00,2002-11-01 13:33:00,EI,MC,950.00,45.00,905.00,59.21,false,dbo
2125,ZM1,2,2,2002-11-01 12:20:00,2002-11-01 12:59:00,EI,VISA,850.00,0.00,850.00,55.61,false,dbo
2126,RH1,2,4,2002-11-01 18:46:00,2002-11-01 20:24:00,EI,CASH,670.00,0.00,670.00,43.83,false,dbo
2127,ZF1,4,9,2002-11-01 19:09:00,2002-11-01 21:17:00,EI,MC,1100.00,110.00,990.00,64.77,false,dbo
2128,ZM1,3,3,2002-11-01 19:38:00,2002-11-01 21:07:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
2129,RH1,2,5,2002-11-01 19:55:00,2002-11-01 20:31:00,EI,MC,410.00,15.50,394.50,25.81,false,dbo
2130,ZF1,4,6,2002-11-01 20:06:00,2002-11-01 21:32:00,EI,CASH,1445.00,209.25,1235.75,80.84,false,dbo
2131,PH1,3,1,2002-11-01 20:12:00,2002-11-01 21:14:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
2132,ZF1,4,1,2002-11-01 20:12:00,2002-11-01 21:58:00,EI,MC,120.00,6.00,114.00,7.46,false,dbo
2133,ZF1,2,1,2002-11-01 20:14:00,2002-11-01 21:46:00,EI,CHK,130.00,0.00,130.00,8.50,false,dbo
2134,ZM1,2,4,2002-11-02 10:48:00,2002-11-02 12:57:00,EI,MC,770.00,31.00,739.00,48.35,false,dbo
2135,ZF1,4,1,2002-11-02 11:19:00,2002-11-02 12:12:00,EI,MC,310.00,10.50,299.50,19.59,false,dbo
2136,PH1,3,4,2002-11-02 11:41:00,2002-11-02 12:29:00,EI,VISA,120.00,0.00,120.00,7.85,false,dbo
2137,RH1,3,5,2002-11-02 12:05:00,2002-11-02 13:54:00,EI,CASH,270.00,0.00,270.00,17.66,false,dbo
2138,ZM1,2,3,2002-11-02 18:30:00,2002-11-02 19:19:00,EI,CASH,150.00,0.00,150.00,9.81,false,dbo
2139,ZF1,3,6,2002-11-02 19:06:00,2002-11-02 21:00:00,EI,MC,195.00,9.75,185.25,12.12,false,dbo
2140,RH1,1,0,2002-11-02 19:44:00,2002-11-02 19:59:00,TG,CASH,290.00,0.00,290.00,18.97,false,dbo
2141,ZF1,3,5,2002-11-02 19:56:00,2002-11-02 22:11:00,EI,CASH,1030.00,154.50,875.50,57.28,false,dbo
2142,ZF1,4,2,2002-11-02 20:23:00,2002-11-02 22:45:00,EI,CHK,1880.00,173.00,1707.00,111.67,false,dbo
2143,ZF1,3,1,2002-11-03 11:14:00,2002-11-03 13:17:00,EI,AMEX,300.00,0.00,300.00,19.63,false,dbo
2144,PH1,3,1,2002-11-03 12:17:00,2002-11-03 14:05:00,EI,MC,525.00,18.75,506.25,33.12,false,dbo
2145,RH1,1,3,2002-11-03 18:34:00,2002-11-03 19:34:00,EI,CASH,1140.00,0.00,1140.00,74.58,false,dbo
2146,ZM1,2,5,2002-11-03 18:53:00,2002-11-03 20:40:00,EI,CASH,910.00,0.00,910.00,59.53,false,dbo
2147,RH1,3,1,2002-11-03 19:17:00,2002-11-03 20:55:00,EI,MC,290.00,12.00,278.00,18.19,false,dbo
2148,ZM1,2,2,2002-11-03 19:28:00,2002-11-03 20:21:00,EI,CASH,265.00,0.00,265.00,17.34,false,dbo
2149,ZF1,6,3,2002-11-03 19:32:00,2002-11-03 20:02:00,EI,MC,1220.00,122.00,1098.00,71.83,false,dbo
2150,RH2,3,5,2002-11-03 19:57:00,2002-11-03 21:43:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
2151,ZF1,4,5,2002-11-03 19:59:00,2002-11-03 21:42:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
2152,PH1,5,3,2002-11-03 20:03:00,2002-11-03 22:00:00,EI,MC,1510.00,136.00,1374.00,89.89,false,dbo
2153,RH1,3,4,2002-11-04 11:43:00,2002-11-04 12:35:00,EI,CASH,685.00,0.00,685.00,44.81,false,dbo
2154,ZM1,1,4,2002-11-05 10:49:00,2002-11-05 12:29:00,EI,CASH,370.00,0.00,370.00,24.21,false,dbo
2155,ZF1,4,3,2002-11-05 11:36:00,2002-11-05 12:39:00,EI,VISA,1140.00,104.00,1036.00,67.78,false,dbo
2156,ZF1,5,1,2002-11-05 19:10:00,2002-11-05 21:30:00,EI,MC,1660.00,156.00,1504.00,98.39,false,dbo
2157,ZF1,1,4,2002-11-06 10:46:00,2002-11-06 13:02:00,EI,CHK,220.00,0.00,220.00,14.39,false,dbo
2158,ZM1,3,1,2002-11-06 12:10:00,2002-11-06 14:18:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
2159,RH2,4,4,2002-11-06 19:45:00,2002-11-06 21:23:00,EI,CASH,1460.00,211.50,1248.50,81.68,false,dbo
2160,AC1,1,0,2002-11-07 11:14:00,2002-11-07 11:29:00,TG,CASH,210.00,0.00,210.00,13.74,false,dbo
2161,ZF1,4,2,2002-11-07 12:21:00,2002-11-07 13:25:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
2162,PH1,1,5,2002-11-07 18:58:00,2002-11-07 20:07:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
2163,ZM1,2,5,2002-11-07 19:57:00,2002-11-07 20:42:00,EI,CASH,150.00,0.00,150.00,9.81,false,dbo
2164,ZF1,2,2,2002-11-07 20:23:00,2002-11-07 22:27:00,EI,MC,420.00,13.50,406.50,26.59,false,dbo
2165,ZM1,4,5,2002-11-08 10:52:00,2002-11-08 12:01:00,EI,CASH,45.00,0.00,45.00,2.94,false,dbo
2166,PJ1,3,3,2002-11-08 11:31:00,2002-11-08 13:16:00,EI,CASH,110.00,0.00,110.00,7.20,false,dbo
2167,ZF1,3,3,2002-11-08 11:34:00,2002-11-08 13:15:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2168,RH2,4,1,2002-11-08 12:01:00,2002-11-08 13:51:00,EI,CASH,30.00,0.00,30.00,1.96,false,dbo
2169,ZF1,2,5,2002-11-08 12:05:00,2002-11-08 13:26:00,EI,AMEX,320.00,0.00,320.00,20.93,false,dbo
2170,ZM1,2,3,2002-11-08 18:36:00,2002-11-08 19:57:00,EI,MC,410.00,13.00,397.00,25.97,false,dbo
2171,PH1,3,5,2002-11-08 18:52:00,2002-11-08 21:10:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
2172,ZM1,3,1,2002-11-08 19:17:00,2002-11-08 20:01:00,EI,VISA,90.00,0.00,90.00,5.89,false,dbo
2173,PH1,4,1,2002-11-08 19:18:00,2002-11-08 21:38:00,EI,CASH,1460.00,204.00,1256.00,82.17,false,dbo
2174,ZM1,3,3,2002-11-08 19:37:00,2002-11-08 21:45:00,EI,MC,1240.00,124.00,1116.00,73.01,false,dbo
2175,ZM1,4,4,2002-11-08 19:46:00,2002-11-08 21:59:00,EI,MC,1610.00,151.00,1459.00,95.45,false,dbo
2176,ZM1,2,8,2002-11-08 20:08:00,2002-11-08 20:52:00,EI,CASH,370.00,0.00,370.00,24.21,false,dbo
2177,ZF1,3,3,2002-11-09 10:34:00,2002-11-09 11:40:00,EI,MC,50.00,2.50,47.50,3.11,false,dbo
2179,PJ1,4,8,2002-11-09 11:08:00,2002-11-09 11:38:00,EI,CASH,260.00,0.00,260.00,17.01,false,dbo
2180,CS1,1,0,2002-11-09 11:29:00,2002-11-09 11:44:00,TG,CASH,10.00,0.00,10.00,0.65,false,dbo
2181,ZF1,1,3,2002-11-09 11:36:00,2002-11-09 13:11:00,EI,CASH,40.00,0.00,40.00,2.62,false,dbo
2638,ZM1,5,4,2003-01-12 12:04:00,2003-01-12 14:27:00,EI,CASH,1090.00,163.50,926.50,60.61,false,dbo
2639,ZM1,2,3,2003-01-12 19:03:00,2003-01-12 19:51:00,EI,CASH,80.00,0.00,80.00,5.23,false,dbo
2640,ZF1,1,0,2003-01-12 19:41:00,2003-01-12 19:59:00,TG,MC,1410.00,136.00,1274.00,83.35,false,dbo
2641,AC1,2,5,2003-01-12 19:51:00,2003-01-12 20:31:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2642,ZF1,3,1,2003-01-13 12:11:00,2003-01-13 12:54:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2643,ZM1,1,1,2003-01-13 19:16:00,2003-01-13 20:44:00,EI,CASH,160.00,0.00,160.00,10.47,false,dbo
2644,PJ1,1,2,2003-01-13 20:22:00,2003-01-13 22:04:00,EI,CASH,975.00,0.00,975.00,63.79,false,dbo
2645,ZF1,3,5,2003-01-14 10:50:00,2003-01-14 12:23:00,EI,AMEX,255.00,0.00,255.00,16.68,false,dbo
2646,ZM1,2,4,2003-01-14 19:04:00,2003-01-14 19:46:00,EI,CHK,30.00,0.00,30.00,1.96,false,dbo
2647,PJ1,3,9,2003-01-14 19:09:00,2003-01-14 20:05:00,EI,MC,130.00,6.50,123.50,8.08,false,dbo
2648,PH1,3,2,2003-01-15 11:28:00,2003-01-15 11:59:00,EI,CASH,1670.00,228.00,1442.00,94.34,false,dbo
2649,ZM1,3,3,2003-01-16 18:31:00,2003-01-16 19:02:00,EI,CASH,860.00,0.00,860.00,56.26,false,dbo
2650,PH1,2,2,2003-01-16 19:02:00,2003-01-16 21:24:00,EI,AMEX,160.00,0.00,160.00,10.47,false,dbo
2651,ZF1,2,3,2003-01-16 19:32:00,2003-01-16 21:47:00,EI,CASH,50.00,0.00,50.00,3.27,false,dbo
2652,ZF1,2,4,2003-01-17 11:41:00,2003-01-17 13:33:00,EI,AMEX,255.00,0.00,255.00,16.68,false,dbo
2653,RH2,2,4,2003-01-17 12:04:00,2003-01-17 14:09:00,EI,CHK,430.00,0.00,430.00,28.13,false,dbo
2654,ZF1,3,3,2003-01-17 18:39:00,2003-01-17 20:30:00,EI,CASH,790.00,0.00,790.00,51.68,false,dbo
2655,PJ1,2,5,2003-01-17 18:59:00,2003-01-17 21:05:00,EI,MC,230.00,11.50,218.50,14.29,false,dbo
2656,PJ1,2,7,2003-01-17 19:07:00,2003-01-17 20:26:00,EI,MC,330.00,14.00,316.00,20.67,false,dbo
2657,PJ1,4,8,2003-01-17 19:08:00,2003-01-17 19:47:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2658,ZF1,3,1,2003-01-17 19:17:00,2003-01-17 21:04:00,EI,MC,195.00,9.75,185.25,12.12,false,dbo
2659,PJ1,2,2,2003-01-17 19:25:00,2003-01-17 20:54:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
2660,ZF1,1,0,2003-01-17 19:38:00,2003-01-17 19:56:00,TG,CASH,930.00,0.00,930.00,60.84,false,dbo
2661,ZM1,3,3,2003-01-17 19:39:00,2003-01-17 21:44:00,EI,CHK,525.00,0.00,525.00,34.35,false,dbo
2662,ZF1,4,4,2003-01-17 19:46:00,2003-01-17 21:43:00,EI,CASH,540.00,0.00,540.00,35.33,false,dbo
2663,ZM1,2,5,2003-01-17 19:51:00,2003-01-17 20:28:00,EI,CASH,1000.00,0.00,1000.00,65.42,false,dbo
2664,ZF1,5,9,2003-01-17 20:09:00,2003-01-17 22:06:00,EI,CASH,1560.00,219.00,1341.00,87.73,false,dbo
2665,CS1,4,4,2003-01-18 10:45:00,2003-01-18 11:43:00,EI,CASH,1320.00,198.00,1122.00,73.40,false,dbo
2666,ZM1,3,5,2003-01-18 10:58:00,2003-01-18 12:16:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
2667,ZM1,3,3,2003-01-18 11:03:00,2003-01-18 11:55:00,EI,CASH,810.00,0.00,810.00,52.99,false,dbo
2668,ZF1,3,2,2003-01-18 11:21:00,2003-01-18 12:56:00,EI,MC,90.00,4.50,85.50,5.59,false,dbo
2669,ZF1,3,3,2003-01-18 11:34:00,2003-01-18 12:41:00,EI,MC,135.00,6.75,128.25,8.39,false,dbo
2670,ZF1,3,9,2003-01-18 12:09:00,2003-01-18 12:41:00,EI,MC,30.00,1.50,28.50,1.86,false,dbo
2671,ZF1,3,1,2003-01-18 12:11:00,2003-01-18 12:53:00,EI,VISA,400.00,0.00,400.00,26.17,false,dbo
2672,ZM1,1,3,2003-01-18 18:37:00,2003-01-18 19:19:00,EI,CASH,980.00,0.00,980.00,64.11,false,dbo
2673,ZM1,4,4,2003-01-18 18:44:00,2003-01-18 20:52:00,EI,MC,120.00,6.00,114.00,7.46,false,dbo
1960,ZM1,1,0,2002-10-10 19:42:00,2002-10-10 19:56:00,TG,VISA,1240.00,109.00,1131.00,73.99,false,dbo
1961,CS1,3,2,2002-10-11 11:21:00,2002-10-11 13:29:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
1962,ZM1,3,1,2002-10-11 12:11:00,2002-10-11 14:10:00,EI,CASH,550.00,0.00,550.00,35.98,false,dbo
1963,PJ1,3,1,2002-10-11 12:13:00,2002-10-11 13:56:00,EI,CASH,945.00,0.00,945.00,61.82,false,dbo
1964,ZM1,1,4,2002-10-11 18:40:00,2002-10-11 20:16:00,EI,CHK,60.00,0.00,60.00,3.93,false,dbo
1965,PJ1,3,4,2002-10-11 18:41:00,2002-10-11 19:30:00,EI,MC,960.00,43.00,917.00,59.99,false,dbo
1966,ZM1,5,4,2002-10-11 18:43:00,2002-10-11 20:27:00,EI,CASH,1130.00,154.50,975.50,63.82,false,dbo
1967,ZF1,1,4,2002-10-11 19:04:00,2002-10-11 19:37:00,EI,CHK,10.00,0.00,10.00,0.65,false,dbo
1968,ZF1,3,4,2002-10-11 19:04:00,2002-10-11 19:33:00,EI,MC,460.00,15.50,444.50,29.08,false,dbo
1969,ZF1,3,7,2002-10-11 19:07:00,2002-10-11 21:10:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
1970,RH2,3,2,2002-10-11 19:24:00,2002-10-11 20:37:00,EI,CASH,1400.00,210.00,1190.00,77.85,false,dbo
1971,ZF1,1,3,2002-10-11 19:31:00,2002-10-11 20:15:00,EI,MC,200.00,10.00,190.00,12.43,false,dbo
4593,ZM1,1,1,2003-11-04 12:11:00,2003-11-04 13:04:00,EI,CASH,840.00,0.00,840.00,54.95,false,dbo
4594,ZF1,2,4,2003-11-04 18:40:00,2003-11-04 20:00:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
4595,ZF1,3,1,2003-11-04 19:13:00,2003-11-04 20:42:00,EI,CASH,260.00,0.00,260.00,17.01,false,dbo
4596,AC1,1,5,2003-11-04 19:52:00,2003-11-04 22:07:00,EI,CASH,90.00,0.00,90.00,5.89,false,dbo
4597,PJ1,4,3,2003-11-05 18:37:00,2003-11-05 21:00:00,EI,VISA,220.00,0.00,220.00,14.39,false,dbo
4598,PH1,4,5,2003-11-05 18:53:00,2003-11-05 20:21:00,EI,MC,1180.00,113.00,1067.00,69.80,false,dbo
4599,RH1,1,2,2003-11-06 11:26:00,2003-11-06 12:10:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
4600,ZF1,1,0,2003-11-06 19:49:00,2003-11-06 20:17:00,TG,CASH,145.00,0.00,145.00,9.49,false,dbo
